id,composition_id,o.sxx,o.syy,o.szz,o.sxy,o.syz,o.szx
143418,Al1 Er2 Ni2,1.00278,0.98495,1.11198,0.0,0.0,0.0
143422,Al1 Er1 Ni1,2.32267,2.32526,2.48104,0.0,0.0,0.0
143428,Al15 Er4 Y1,-0.00488,-0.00488,-0.15128,0.0,0.0,0.0
143430,Al1 Er1 Zn1,0.67374,0.67211,1.36598,-0.00141,0.0,0.0
143434,Al2 Eu1 Ga2,0.73499,0.73499,0.28062,0.0,0.0,0.0
143440,Al8 Eu1 Mn4,3.49836,3.49836,9.85635,0.0,0.0,0.0
143444,Al12 Eu2 Mn5,2.56317,2.56317,2.64825,0.0,0.0,0.0
143448,Al2 Eu1 S4,0.73231,1.0205,0.96448,0.0,0.0,0.0
143452,Al2 Eu1 Se4,0.2489,0.41027,0.36895,0.0,0.0,0.0
143456,Al6 Fe1,0.4356,0.67523,0.7569,0.0,0.0,0.0
143461,Al9 Fe2,2.15572,1.84746,1.93943,0.0,0.0,-0.23897
143466,Al8 Fe4 Gd1,1.73859,1.73859,2.54976,0.0,0.0,0.0
143472,Al1 Fe1 Gd3 S7,2.27759,2.27087,3.09902,0.00929,0.0,0.0
143476,Al8 Fe4 Hf1,2.19229,2.19229,2.33961,0.0,0.0,0.0
143480,Al8 Fe4 La1,2.13749,2.13749,2.02623,0.0,0.0,0.0
143486,Al1 Fe1 La3 S7,3.06404,2.49091,2.60315,0.43541,0.0,0.0
143490,Al8 Fe4 Lu1,2.20209,2.20209,2.7252,0.0,0.0,0.0
143494,Al2 Fe15 Nd2,11.87554,11.87554,14.00211,0.0,0.0,0.0
143498,Al8 Fe4 Nd1,1.74209,1.74209,2.58397,0.0,0.0,0.0
143504,Al1 Fe1 Nd3 S7,10.05017,9.9067,5.94128,0.01959,0.0,0.0
143509,Al2 Fe15 Pr2,12.69539,12.6954,14.58741,0.0,0.0,0.0
143513,Al8 Fe4 Pr1,4.68442,4.68442,4.35725,0.0,0.0,0.0
143517,Al1 Fe1 Pr3 S7,2.57985,2.08401,1.96874,-0.19651,0.0,0.0
143519,Al2 Fe1 S4,0.78872,0.78872,0.8759,0.0,0.0,0.0
143889,Al2 Se3,0.51012,0.5573,0.48148,0.0,0.0,0.00454
143903,Al1 Nd1 O3,3.50959,3.50959,3.21469,0.0,0.0,0.0
144010,Al1 N1 Zr3,1.04241,1.1605,0.79498,0.0,0.0,0.0
144028,Al1 B1 O3,3.52292,3.52292,3.34024,0.0,0.0,0.0
144058,Al2 Au2 Eu1,0.50966,0.50966,0.67534,0.0,0.0,0.0
144525,Al1 Cu1,2.40334,2.16292,2.13201,0.0,0.0,0.08173
144557,Al2 Th3,0.17099,0.17099,-0.02518,0.0,0.0,0.0
144623,Al3 Zr2,0.57818,0.46743,0.38018,0.0,0.0,0.0
144692,Al1 O3 Y1,2.21874,2.21695,5.54245,0.0,0.0,0.0
144726,Al3 Hf4,0.37862,0.37887,0.77593,0.00022,0.0,0.0
144785,Al1 C1 Cr2,0.71476,0.72214,1.23837,0.0,0.0,0.0
144818,Al1 N1 Zr2,1.22624,1.22373,1.08433,0.0,0.0,0.0
144819,Al3 Pt2,0.24596,0.23824,1.82592,-0.00697,0.00163,-0.0038
144988,Al4 Pu1,-0.11978,-0.25108,-0.17507,0.0,0.0,0.0
145167,Al1 Gd2 Ge2,0.44759,0.02706,-0.06407,0.0,0.0,-0.04587
145254,Al2 O3,3.33369,3.39554,3.36597,0.0,0.0,-0.0766
145335,Al3 Hf2,0.29879,0.23021,0.39163,0.0,0.0,0.0
145385,Al1 O3 Pr1,3.64217,3.64217,3.17548,0.0,0.0,0.0
145397,Al1 La1 O3,3.39812,3.39813,3.40395,0.0,0.0,0.0
145401,Al2 O3,3.02701,3.0508,2.7877,0.0,0.0,0.0
145422,Al4 U1,-0.14692,-0.09679,0.08119,0.0,0.0,0.0
145442,Al1 Bi1 O3,3.29528,3.29528,2.95086,0.0,0.0,0.0
145458,Al1 Ce1 O3,3.65411,3.65411,3.74659,0.0,0.0,0.0
145513,Al1 Ce1 H2 Ir1,0.70596,0.71168,0.55601,0.0,0.0,0.0
145537,Al1 Ce1 O3,3.68522,3.63216,3.62122,0.0,0.0,0.0
145545,Al1 Ce1 O3,3.15764,3.15764,2.95117,0.0,0.0,0.0
145549,Al1 La1 O3,4.24864,4.19957,3.89641,0.0,0.0,-0.05138
145559,Al1 Dy2 Ge2,-0.18191,-0.18191,0.32038,0.0,0.0,0.0
145564,Al1 La1 O3,4.01187,4.42553,4.13722,0.0,0.0,0.0
145589,Al1 La1 O3,4.33993,3.70144,4.06965,0.0,0.0,0.0
145596,Al1 La1 O3,3.42344,3.42344,3.34186,0.0,0.0,0.0
145605,Al1 La1 O3,4.3866,4.3866,3.48448,0.0,0.0,0.0
145621,Al4 Np1,11.51618,10.89596,11.23319,0.0,0.0,0.0
145710,Al2 I1 La2,0.49997,0.50293,0.4027,0.0,0.0,0.0
145752,Al4 Gd1,0.04436,0.00111,0.05721,0.0,0.0,0.0
145778,Al4 Tb1,0.0521,-0.02717,0.04631,0.0,0.0,0.0
145902,Al4 Sm1,0.02858,-0.05241,0.04438,0.0,0.0,0.0
145947,Al2 Au2 Sr1,1.04612,1.04612,1.15145,0.0,0.0,0.0
145957,Al2 Au2 Dy1,0.82671,0.82671,0.57144,0.0,0.0,0.0
145980,Al2 Au2 La1,0.75401,0.75401,0.7101,0.0,0.0,0.0
145984,Al2 Ce1 Pd2,1.57701,1.57701,1.75983,0.0,0.0,0.0
145988,Al2 Au2 Ce1,1.18962,1.18962,1.01985,0.0,0.0,0.0
145990,Al2 Au2 Sm1,1.00848,1.00848,0.97449,0.0,0.0,0.0
146021,Al2 Au2 Gd1,0.5381,0.5381,0.37263,0.0,0.0,0.0
146028,Al1 F6 K2 Na1,5.97579,5.97579,5.97579,0.0,0.0,0.0
146038,Al2 Au2 Pr1,1.04634,1.04634,0.88499,0.0,0.0,0.0
146041,Al2 Ge1 La2,0.44668,0.36038,0.47958,0.0,0.0,0.0
146179,Al1 Si2 Yb2,0.10938,0.10938,0.2281,0.0,0.0,0.0
146181,Al1 F6 Na3,5.54445,5.6539,5.61004,0.0,0.0,0.0
146182,Al1 Cu2 Re2,2.45568,2.45568,4.92166,0.0,0.0,0.0
146191,Al1 Si1 Te3,0.01141,0.01268,0.18019,-0.00044,-0.00016,0.00048
146220,Al1 H6 K2 Li1,1.47662,1.47692,1.47475,3e-05,-1e-05,0.00117
146267,Al1 F6 K3,5.70325,5.70325,5.70325,0.0,0.0,0.0
146325,Al2 S3,0.5521,0.5521,0.55279,0.0,0.0,0.0
146351,Al2 Au2 Th1,0.12741,0.12741,-0.21106,0.0,0.0,0.0
146388,Al2 O3,4.58386,3.57176,3.6358,0.0307,0.26722,-0.13658
146546,Al1 H6 K3,1.39873,1.39873,1.21355,0.0,0.00203,0.00203
146796,Al6 C3 N2,1.28064,1.49072,1.4928,-0.0259,-0.00183,-0.0151
146800,Al6 C3 N2,1.35366,1.35366,1.23199,0.0,0.0,0.0
146801,Al8 Mo3,0.46255,0.39512,0.4277,0.0,0.0,0.06253
147202,Al1 C1 Fe3,0.2119,0.2119,0.2119,0.0,0.0,0.0
147395,Ag2 Al1 Sc1,0.74872,0.74872,0.74872,0.0,0.0,0.0
147511,Al1 Au1 Ti1,0.20689,0.21562,0.40115,0.0,0.0,0.0
147630,Al1 Cu1 S2,0.4743,0.4743,0.4743,0.0,0.0,0.0
147698,Al3 Cu2 Gd1,0.59339,0.59233,0.12296,-0.00092,0.0,0.0
147834,Al2 Th1,-0.01185,-0.01185,-0.01185,0.0,0.0,0.0
147901,Al3 Ce1 Pd2,1.06673,1.06979,0.93372,0.00265,0.0,0.0
147994,Al2 Ga2 La1,0.2343,0.2343,0.38249,0.0,0.0,0.0
148023,Al1 Cu1 Se2,-0.50807,-0.50807,-0.19025,0.0,0.0,0.0
148047,Al2 Ce1 Ga2,0.03422,0.03422,0.51597,0.0,0.0,0.0
148250,Al2 Hg1 Se4,0.37977,0.37977,0.20001,0.0,0.0,0.0
148337,Al2 Er1 Ge2,0.61183,0.61701,0.3338,-0.00448,-0.00184,-0.00318
148374,Al5 Ce1 Ni2,0.42044,0.33314,0.38185,0.0,0.0,0.0
148392,Al1 Zr2,0.23857,0.23857,0.38839,0.0,0.0,0.0
148418,Al1 C1 Ti2,0.27047,0.26939,0.33166,0.06289,0.0,0.0
148488,Al2 Np1,-0.78791,-0.78791,-0.78791,0.0,0.0,0.0
148576,Al4 C5 Hf2,0.82273,0.8134,0.96839,-0.00094,-0.00125,0.00115
148617,Al1 As2 Li1 O7,4.1775,4.2214,4.37581,0.0,0.0,0.09639
148628,Al2 Cd1 Te4,0.3878,0.3878,0.05972,0.0,0.0,0.0
148640,Al4 C5 Zr2,0.94164,0.94164,0.81987,0.0,0.0,0.0
148677,Al1 F3,4.79592,4.79592,5.9258,0.0,0.0,0.0
148678,Al2 Pd5 U1,1.63929,1.63929,2.17093,0.0,0.0,0.0
148867,Al2 H8 Mg1,1.72312,1.73451,1.95594,0.04871,-0.11086,-0.15168
148869,Al2 H8 Mg1,1.74828,1.75737,1.78232,-0.00787,-0.00343,-0.00594
149019,Al2 Pb2 Sr1,0.23275,0.23275,1.17552,0.00037,0.00369,0.00369
149732,Al1 K1 O8 S2,4.68162,4.70383,3.16103,-0.02183,0.00739,0.01332
149968,Al1 P1 S4,0.65979,0.7311,1.19173,0.0,0.0,0.0
149969,Al1 F4 K1,7.76185,7.76185,7.99749,0.0,0.0,0.0
149975,Al1 O4 P1,3.64853,3.55059,3.51449,0.0,0.0,0.0
149989,Al1 Nb1 O4,5.04817,5.93109,5.41038,0.0,0.0,-0.34242
150122,Al1 F3,8.07747,8.07614,9.38716,0.00115,0.00281,0.00486
150137,Al1 O4 Ta1,4.91101,4.8433,4.85141,0.0,0.0,-0.00626
150140,Al1 Cl4 Cu1,2.31256,2.31256,2.14221,0.0,0.0,0.0
150156,Al1 K1 Mo2 O8,4.78271,4.7167,4.0506,0.05717,-0.02214,-0.03835
150183,Al2 Gd2 O7 Sr1,4.11204,4.11204,3.83052,0.0,0.0,0.0
150437,Al1 Ni1 Th1,0.37958,0.37708,0.3522,-0.00216,0.0,0.0
150669,Al2 Zr1,0.48183,0.48148,0.47391,0.0,0.0,0.0
150721,Al1 Pd2,2.7621,2.8774,3.19546,0.0,0.0,0.0
150746,Al3 Tb1,0.13186,0.13186,0.25606,0.0,0.0,0.0
150759,Al7 Ca3 Cu2,-0.33477,-0.33477,-0.38085,0.0,0.0,0.0
150772,Al4 Ni1 Y1,-0.32805,0.05176,-0.2622,0.0,0.0,0.0
150777,Al4 Ni1 Tb1,-0.28422,0.46934,0.13661,0.0,0.0,0.0
150778,Al5 W1,0.30171,0.29794,0.1679,0.00327,0.0,0.0
150795,Al4 Ni1 Tm1,-0.1875,-0.05369,-0.10267,0.0,0.0,0.0
150796,Al1 Y2,0.71276,0.61844,0.62244,0.0,0.0,0.0
150802,Al1 Au2,1.07532,0.6365,0.83811,0.0,0.0,0.0
150822,Al1 Pt2,0.85645,0.9022,1.0685,0.0,0.0,0.0
150829,Al1 P1 S4,0.59543,0.59543,1.17322,0.0,0.0,0.0
150839,Al4 Dy1 Ni1,-0.19657,0.13954,0.38773,0.0,0.0,0.0
150840,Al4 Lu1 Ni1,0.40889,0.82057,0.6493,0.0,0.0,0.0
150842,Al3 Y1,0.15186,0.15186,0.36398,0.0,0.0,0.0
150846,Al4 Er1 Ni1,-0.40127,-0.11876,-0.51604,0.0,0.0,0.0
150890,Al1 Cd1 Cl4,2.01645,1.96884,1.93352,0.00616,-0.00981,-0.00909
150996,Al1 Rh1 Tm1,0.74425,0.3373,0.5652,0.0,0.0,0.0
151005,Al3 Pu1,-0.22193,-0.22193,0.02103,0.0,0.0,0.0
151084,Al1 As2 Na3,2.09549,1.91007,1.77464,0.0,0.0,0.0
151726,Al1 H4 Li1,2.22446,2.10719,2.06345,0.03187,0.0006,-0.00128
152009,Al1 Li5 O4,4.39966,4.61471,4.47954,0.0,0.0,0.0
152059,Al1 Li1 Se2,1.65576,1.24128,1.42943,0.0,0.0,0.0
152067,Al1 Li1 S2,1.93525,1.66629,1.59102,0.0,0.0,0.0
153959,Al1 B4 Yb1,0.73031,0.73823,0.82292,0.0,0.0,0.0
154424,Al1 Li1 O2,4.44514,4.44514,4.8941,0.0,0.0,0.0
154649,Al1 H6 Li3,3.62841,3.62841,3.56685,0.0,0.0,0.0
154822,Al1 H4 K1,1.7763,1.7763,1.81793,0.0,0.0,0.0
154898,Al1 H4 Li1,3.72589,3.68051,3.94519,0.04129,-0.04459,-0.06427
154904,Al1 Be1 H5,2.19773,2.31633,2.27902,-1e-05,-2e-05,0.01492
154913,Al1 H4 Th2,1.44484,1.44484,2.26079,0.0,0.0,0.0
154916,Al1 Be1 H5,2.14663,2.22941,2.23818,0.0,0.0,0.033
154931,Al1 H3 O3,3.33255,3.07231,3.4981,-0.03016,-0.1288,0.03329
154943,Al1 H3 O3,3.30702,3.07125,3.17571,-0.27645,-0.27729,0.09864
156714,Al3 Li12 Si4,6.21827,6.21827,6.21827,0.0,0.0,0.0
158739,Al1 O4 P1,5.31323,5.30644,5.13736,0.0,0.0,0.0
158850,Al1 Na3 P2,1.47829,1.37946,1.18503,0.0,0.0,0.0
158861,Al1 K2 Na1 P2,1.0183,1.01736,0.82565,0.0,0.0,0.0
158876,Al1 As2 K2 Na1,0.88155,0.81574,0.70143,0.0,0.0,0.0
158999,Al1 K2 Li1 P2,1.02981,1.12837,0.90086,0.0,0.0,0.0
159211,Ag2 Al7 Ca3,0.69619,0.69619,0.71428,0.0,0.0,0.0
159229,Al5 Mo1,-0.06609,-0.06609,0.04419,0.0,0.0,0.0
159230,Al5 Mo1,0.19448,0.19535,-0.12936,-0.00076,0.0,0.0
159264,Ag2 Al7 Gd3,0.8658,0.8658,0.60276,0.0,0.0,0.0
159281,Al1 Ce1 Pt1,0.69624,0.73705,0.65978,0.0,0.0,0.0
159304,Al4 Ce1 Ni1,-0.12045,0.07996,-0.16942,0.0,0.0,0.0
159314,Al2 Ti1,0.05178,0.05178,-0.29948,0.0,0.0,0.0
159346,Al9 Ba1 Ni2,0.1131,0.10264,0.1106,-0.00906,0.0,0.0
159359,Al2 Hf1,0.44271,0.44255,0.51222,0.0,0.0,0.0
159364,Al1 Pr1 Pt1,0.79856,0.85379,0.82957,0.0,0.0,0.0
159365,Al1 Nd1 Pt1,0.58415,0.43052,0.87491,0.0,0.0,0.0
159409,Al1 C2 Ti3,0.43151,0.43257,0.58065,0.0,0.0,0.0
159426,Al1 Mg1 Si1,0.02486,0.18207,0.15819,0.0,0.0,0.0
159456,Al2 Ba1 O7 Sb2,4.08764,4.08764,4.40333,0.0,0.0,0.0
159484,Al1 Br4 Cu1,1.48853,1.48853,1.36998,0.0,0.0,0.0
159489,Al1 F4 Na1,7.27478,5.81811,6.30377,0.0,0.0,0.0
159538,Al1 La2 Ni9,2.09541,2.34596,2.07026,0.21698,0.0,0.0
159608,Al2 Eu2 O7 Sr1,4.46676,4.46676,4.6167,0.0,0.0,0.0
159615,Al7 Cu2 Y3,0.90467,0.90467,0.98214,0.0,0.0,0.0
159635,Al1 B4 Lu1,0.79749,0.26306,0.43367,0.0,0.0,0.0
159656,Al1 C2 Ta3,0.5432,0.54395,0.87125,0.0,0.0,0.0
159699,Al1 Pd1 Yb1,2.06686,1.14498,2.00403,0.0,0.0,0.0
159710,Al1 Au1 Yb1,0.75913,1.2278,1.42047,0.0,0.0,0.0
159716,Al1 Au1 Ca1,0.89088,1.55437,0.80433,0.0,0.0,0.0
159724,Al1 Ca1 Pt1,-0.34658,-0.36216,-0.18183,0.0,0.0,0.0
159740,Al1 Ca1 Pd1,0.8238,0.93664,0.7223,0.0,0.0,0.0
159774,Al2 B2 Ba1 O7,4.1033,4.1033,4.48009,0.0,0.0,0.0
159839,Al1 Cs1 Mo2 O8,4.53906,4.56782,3.20946,-0.02491,0.01041,0.01802
159878,Al4 Ni1 Sm1,0.02437,0.13869,0.14429,0.0,0.0,0.0
160074,Al2 Mg1,-0.42304,-0.42304,0.66922,0.0,0.0,0.0
160077,Al2 Cu1 Yb1,0.5502,0.5502,0.50514,0.0,0.0,0.0
160133,Ag1 Al2 Pr1,1.49032,1.49032,1.01747,0.0,0.0,0.0
160153,Al4 Gd1 Ni1,-0.62909,-0.11067,-0.44888,0.0,0.0,0.0
160226,Al4 Ni1 Pr1,-0.45476,0.01034,-0.00211,0.0,0.0,0.0
160266,Al4 Nd1 Ni1,-1.0401,-0.673,-0.61053,0.0,0.0,0.0
160295,Al1 Mo2 O8 Tl1,5.02806,5.01094,3.74786,0.01483,0.00777,0.01346
160525,Al1 O4 P1,3.5662,4.01439,3.78895,0.12973,0.0,0.0
160636,Al3 Ru1 Sc2,0.44704,0.4504,0.05129,0.00062,-0.00167,0.00284
161064,Al1 O4 P1,5.089,5.31612,5.14312,0.0,0.0,0.0
161174,Al1 F4 Tl1,7.52133,7.52133,7.34552,0.0,0.0,0.0
161233,Al1 Ce1 Ir1,0.40534,0.03186,0.21289,0.0,0.0,0.0
161390,Al1 F4 Tl1,7.72611,7.68979,7.76507,-0.00126,-0.0005,-0.09515
162275,Al3 Gd1,-0.01072,-0.01072,0.1594,0.0,0.0,0.0
179875,Al1 H1 La2 Ni9,2.60709,3.20261,3.25699,0.1189,-0.00044,-1e-05
179918,Al1 Mo4 S8,1.18925,1.43675,1.49968,-0.21761,-0.08976,-0.15431
179919,Al1 Mo4 S8,1.16615,1.16615,1.16615,0.0,0.0,0.0
179945,Al8 Ce1 Cu4,1.58927,1.58927,2.84891,0.0,0.0,0.0
237199,Al8 Ce1 Fe4,0.68195,0.68195,0.62137,0.0,0.0,0.0
237216,Al8 Cr4 Y1,0.35687,0.35687,0.0324,0.0,0.0,0.0
237293,Al8 Cu4 Y1,2.68243,2.68243,2.48832,0.0,0.0,0.0
237306,Al12 Mo1,0.04446,0.04446,0.04446,0.0,0.0,0.0
237323,Al12 Tc1,-0.04582,-0.04582,-0.04582,0.0,0.0,0.0
237341,Al12 W1,0.06607,0.06607,0.06607,0.0,0.0,0.0
237373,Al8 Dy1 Fe4,0.79498,0.79498,0.81315,0.0,0.0,0.0
237431,Al8 Fe4 Ho1,0.78789,0.78789,0.86132,0.0,0.0,0.0
237452,Al8 Fe4 Tb1,0.51473,0.51473,0.66454,0.0,0.0,0.0
237489,Al8 Eu1 Fe4,0.69406,0.69406,0.73778,0.0,0.0,0.0
237503,Al8 Fe4 Y1,1.0609,1.0609,1.00954,0.0,0.0,0.0
237571,Al8 Cu4 Sm1,2.01245,2.01245,2.1809,0.0,0.0,0.0
237669,Al8 Er1 Fe4,0.55118,0.55118,0.74556,0.0,0.0,0.0
237737,Al8 Mn4 Y1,0.88691,0.88691,1.0997,0.0,0.0,0.0
237771,Al8 Ca1 Cu4,1.29361,1.29361,1.40842,0.0,0.0,0.0
238538,Al8 Ca1 Mn4,-1.66314,-1.66314,0.67568,0.0,0.0,0.0
238555,Al8 Mn4 Sc1,0.59337,0.59337,1.05954,0.0,0.0,0.0
238770,Al8 Cr4 U1,-1.01456,-1.01456,-0.95257,0.0,0.0,0.0
238819,Al12 Re1,-0.25114,-0.25114,-0.25114,0.0,0.0,0.0
240244,Al4 Ce3 Si6,0.14869,0.13295,0.12269,0.01364,-0.00769,-0.01332
240971,Al4 Li9,2.47157,3.68967,9.78262,0.0,0.0,2.84607
243575,Al8 Ce1 Mn4,0.98258,0.98258,1.06675,0.0,0.0,0.0
243592,Al4 C6 Zr3,1.20231,1.20231,0.88923,0.0,0.0,0.0
288932,Al2 K2 O7 Sb2,4.44905,4.44535,4.80507,-0.00281,0.00163,0.00248
289464,Al6 Gd2 Pt1 Si4,0.3073,0.30037,0.09698,0.006,0.0017,0.00295
289621,Al8 Cr4 Ho1,0.22731,0.22731,-0.05565,0.0,0.0,0.0
289659,Al8 Cr4 Tb1,0.34649,0.34649,0.1814,0.0,0.0,0.0
289693,Al8 Cr4 Er1,-0.06099,-0.06099,0.33128,0.0,0.0,0.0
289727,Al8 Cr4 La1,0.3063,0.3063,-0.23531,0.0,0.0,0.0
289743,Al6 Au1 Dy2 Si4,0.10962,0.10971,-0.03205,-7e-05,-0.00477,-0.00825
289808,Al8 Fe4 Gd1,0.74735,0.74735,0.53501,0.0,0.0,0.0
289859,Al8 Cu4 Eu1,1.3528,1.3528,1.5906,0.0,0.0,0.0
289877,Al8 Cu4 Nd1,1.328,1.328,1.37502,0.0,0.0,0.0
289910,Al12 Mn1,0.57076,0.57076,0.57076,0.0,0.0,0.0
289940,Al8 Cu4 Lu1,2.4012,2.4012,1.98437,0.0,0.0,0.0
289974,Al8 Fe4 Yb1,1.19868,1.19868,1.65832,0.0,0.0,0.0
289983,Al8 Fe4 Sm1,0.60137,0.60137,0.64541,0.0,0.0,0.0
290006,Al8 Eu1 Mn4,0.55748,0.55748,0.56595,0.0,0.0,0.0
290021,Al2 O7 Rb2 Sb2,4.44313,4.44426,4.44049,-0.00098,0.00026,0.00046
290033,Al2 Cs2 O7 Sb2,4.37418,4.37099,4.61345,-0.00729,0.00052,0.00102
290082,Al8 Fe4 Sc1,0.71328,0.71328,1.24137,0.0,0.0,0.0
290198,Al2 As2 Cs2 O7,4.42185,3.61724,4.28395,0.0,0.0,0.0
290215,Al8 Mn4 Tb1,0.58088,0.58088,1.09971,0.0,0.0,0.0
290265,Al8 Mn4 Nd1,0.76967,0.76967,1.05475,0.0,0.0,0.0
290274,Al6 Au1 Gd2 Si4,0.30752,0.31107,0.29745,-0.00307,-0.00558,-0.00967
290302,Al8 Mn4 Th1,0.60198,0.60198,0.94226,0.0,0.0,0.0
290319,Al6 Pt1 Si4 Tb2,0.15058,0.14794,-0.26883,0.00229,-0.00218,-0.00378
290349,Al4 Pr3 Si6,0.17926,0.15883,0.23666,0.01769,-0.01181,-0.02046
290453,Al6 Au1 Si4 Tb2,0.14298,0.19692,0.19645,-0.04671,-0.00044,-0.00077
290580,Al8 Cr4 Lu1,0.05744,0.05744,-0.07518,0.0,0.0,0.0
290641,Al8 Cu4 Ho1,0.15926,0.15926,-0.07424,0.0,0.0,0.0
290656,Al4 Fe8 U1,1.14094,1.14094,0.78417,0.0,0.0,0.0
290665,Al8 Cu4 Tb1,0.98374,0.98374,1.00169,0.0,0.0,0.0
290688,Al8 Cr4 Dy1,0.3473,0.3473,0.43466,0.0,0.0,0.0
290713,Al8 Ca1 Fe4,0.77979,0.77979,1.52589,0.0,0.0,0.0
290730,Al8 Ce1 Cr4,0.35197,0.35197,0.35944,0.0,0.0,0.0
290743,Al8 Cu4 Tm1,0.67368,0.67368,0.46019,0.0,0.0,0.0
290756,Al8 Cu4 Yb1,2.2003,2.2003,2.0802,0.0,0.0,0.0
290770,Al8 Cu4 Th1,1.78238,1.78238,1.54144,0.0,0.0,0.0
290795,Al8 Cr4 Pr1,0.45708,0.45708,0.011,0.0,0.0,0.0
290825,Al8 Dy1 Mn4,0.60111,0.60111,0.99083,0.0,0.0,0.0
290838,Al8 Fe4 Nd1,0.88049,0.88049,0.69041,0.0,0.0,0.0
290859,Al8 Fe4 Pr1,0.72974,0.72974,0.55386,0.0,0.0,0.0
290909,Al8 Lu1 Mn4,0.66215,0.66215,0.92741,0.0,0.0,0.0
290918,Al8 Cu4 Er1,0.2748,0.2748,0.18492,0.0,0.0,0.0
290933,Al8 Cu4 Gd1,1.10054,1.10054,1.24451,0.0,0.0,0.0
291070,Al8 Fe4 Hf1,0.75717,0.75717,0.91923,0.0,0.0,0.0
291109,Al8 Fe4 Tm1,0.44195,0.44195,0.55978,0.0,0.0,0.0
291118,Al8 Fe4 La1,0.6052,0.6052,0.70047,0.0,0.0,0.0
291153,Al8 Fe4 Zr1,1.1657,1.1657,1.32557,0.0,0.0,0.0
291176,Al8 Cr4 Gd1,0.48129,0.48129,0.16425,0.0,0.0,0.0
291190,Al8 Gd1 Mn4,0.7008,0.7008,0.77554,0.0,0.0,0.0
291198,Al8 Cr4 Nd1,0.16202,0.16202,-0.1385,0.0,0.0,0.0
291246,Al8 Cr4 Tm1,0.10971,0.10971,-0.02085,0.0,0.0,0.0
291308,Al8 Cu4 Pr1,1.37134,1.37134,1.4626,0.0,0.0,0.0
291346,Al8 Cr4 Yb1,0.28917,0.28917,0.16566,0.0,0.0,0.0
291451,Al8 Ho1 Mn4,0.6138,0.6138,0.81604,0.0,0.0,0.0
291878,Al8 Cu4 Dy1,1.04277,1.04277,0.99512,0.0,0.0,0.0
292185,Al8 Er1 Mn4,0.56947,0.56947,0.99532,0.0,0.0,0.0
292392,Al8 Mn4 Pr1,0.58052,0.58052,0.89957,0.0,0.0,0.0
292502,Al8 Mn4 Yb1,0.44339,0.44339,0.87028,0.0,0.0,0.0
292688,Al8 Mn4 Tm1,0.51431,0.51431,0.81397,0.0,0.0,0.0
293826,Al8 Fe4 Lu1,0.74845,0.74845,0.79041,0.0,0.0,0.0
294044,Al8 Cr4 Sm1,0.40173,0.40173,0.08514,0.0,0.0,0.0
294500,Al8 Mn4 U1,1.05741,1.05741,0.52461,0.0,0.0,0.0
295330,Al6 Dy2 Pt1 Si4,0.29601,0.29002,0.03068,0.00519,0.00255,0.00441
295724,Al8 La1 Mn4,0.47307,0.47307,0.68275,0.0,0.0,0.0
314373,Al4 Cu2 O7,5.30289,5.30289,5.30289,0.0,0.0,0.0
316937,Al8 Mn4 Sm1,2.87621,2.87621,8.72343,0.0,0.0,0.0
317814,Al1 H2 La2 Ni9,2.21738,2.67766,2.51373,0.45737,-0.00496,0.31025
423351,Al2 Mg1 O4,4.72764,4.72764,4.72764,0.0,0.0,0.0
423954,Al2 Mg1 O4,4.45179,4.47535,4.47535,0.0,0.0,0.0
428939,Al2 Mg1 O4,3.87555,3.82001,3.76563,0.0,0.0,0.0
438146,Al1 F7 Mg1 Na2,10.66438,11.28046,11.18154,0.0,0.0,0.0
441498,Al1 B2 Ir5 Mg2,0.23531,0.23531,1.30948,0.0,0.0,0.0
441548,Al1 F7 Mg1 Na2,10.93982,11.56542,11.35234,0.0,0.0,0.0
445257,Al9 Fe1 Mg3 Si5,-0.08711,-0.07825,0.71062,0.00768,0.0,0.0
446223,Al8 Fe1 Mg3 Si6,0.4663,0.46335,0.84228,-0.00256,0.0,0.0
447654,Al4 Mg2 Zn3,0.87769,0.87126,1.49083,0.0,0.0,0.0
450491,Al2 Cl8 Mg1,2.91323,2.69054,2.78104,0.0,0.0,0.07497
451067,Al14 Mg13,-0.32107,-0.32107,-0.32107,0.0,0.0,0.0
456102,Al1 B1 Mg1 O4,8.65112,8.77832,8.94802,0.0,0.0,0.0
456586,Al2 Mg1 S4,1.56411,1.58433,1.33744,0.0,0.0,0.0
456795,Al2 Mg1 O4,7.96337,7.89901,7.79637,0.0,0.0,0.0
458685,Al1 H6 Li1 Mg1,4.09029,4.09007,4.02138,-0.00505,-0.00222,-0.00437
459287,Al12 Mg17,0.04575,0.04575,0.04575,0.0,0.0,0.0
459897,Al16 Mg13,-0.06814,-0.06814,-0.06814,0.0,0.0,0.0
465092,Al1 H5 Mg1,4.35333,4.34095,4.26211,0.0,0.0,0.0
472302,Al3 Ca4 Mg1,0.41774,-0.02319,0.33805,0.0,0.0,0.0
472789,Al12 Fe4 Gd5 Mg5 Si6,1.43658,1.43658,1.08139,0.0,0.0,0.0
473512,Al12 Fe4 Mg5 Si6 Y5,1.46154,1.46154,0.96486,0.0,0.0,0.0
474354,Al1 Mg1 O5 P1,10.98168,10.66049,10.09604,0.0,0.0,0.08257
474995,Al1 H24 Li1 Mg10,4.19213,4.12957,4.24083,0.0,0.0,0.0038
